,dbuz_head_rep1,dbuz_head_rep2,dbuz_head_rep3,dkoep_head_rep1,dkoep_head_rep2,dkoep_head_rep3
LOC26528323,464,378,473,655,836,874
LOC26528327,276,235,284,141,232,205
LOC26528328,0,0,0,0,0,0
LOC26528330,29,31,39,68,91,96
LOC26528331,0,0,0,0,0,0
LOC26528339,1,0,1,2,0,2
LOC26528341,422,384,486,457,655,736
LOC26528345,530,420,549,407,640,588
LOC26528355,71,60,76,90,134,132
LOC26528364,255,225,322,208,230,258
LOC26528369,639,499,623,686,841,1031
LOC26528374,94,105,123,9,20,26
LOC26528379,0,0,1,0,1,0
LOC26528381,346,264,383,84,147,97
LOC26528384,297,214,282,289,351,347
LOC26528388,2677,2302,2858,2616,3546,3461
LOC26528389,674,525,666,393,405,492
LOC26528390,436873,359117,441718,355364,473057,469864
LOC26528391,2,5,4,4,2,3
LOC26528392,5,3,14,10,14,11
LOC26528405,18,7,20,26,28,32
LOC26528407,1272,1052,1222,665,847,1086
LOC26528421,1765,1363,1773,2152,2865,2916
LOC26528424,0,0,0,0,3,0
LOC26528425,276,241,304,281,409,423
LOC26528430,170,135,155,62,74,83
LOC26528431,38,56,59,350,467,479
LOC26528436,80,71,102,1,0,2
LOC26528439,3892,3150,3991,2760,3789,4062
LOC26528445,245,197,257,812,1251,1127
LOC26528447,0,1,0,0,0,0
LOC26528452,345,266,336,267,341,568
LOC26528464,200,148,175,116,174,230
LOC26528466,9,14,8,8,3,7
LOC26528476,1,0,4,5,10,19
LOC26528487,2654,2155,2628,1791,2048,2227
LOC26528489,1024,771,1053,800,1068,1093
LOC26528494,18670,17793,24400,9809,11042,16738
LOC26528498,9288,7583,9984,6377,8705,8677
LOC26528499,1,4,0,4,3,3
LOC26528513,5,3,6,13,18,29
LOC26528521,758,592,697,519,579,676
LOC26528523,0,7,1,2,1,0
LOC26528528,37521,34189,43464,29997,44365,44476
LOC26528529,0,0,1,0,0,4
LOC26528535,534,452,583,736,914,1095
LOC26528540,4248,3357,3832,2036,2324,2122
LOC26528542,1094,937,1113,1368,1766,1902
LOC26528560,8,5,12,16,11,16
LOC26528561,0,0,0,0,2,0
LOC26528562,542,388,421,666,843,893
LOC26528564,2,5,5,3,1,3
LOC26528568,282,172,206,275,287,395
LOC26528570,1,2,0,1,0,0
LOC26528574,1239,1001,1145,710,876,885
LOC26528578,713,647,733,663,906,958
LOC26528583,3693,2984,3612,2312,2809,3594
LOC26528590,901,682,809,488,575,600
LOC26528593,1086,921,1067,801,1027,1161
LOC26528597,0,1,1,0,0,0
LOC26528601,0,0,0,7,9,13
LOC26528607,1,0,0,1,0,3
LOC26528609,310,251,333,176,267,282
LOC26528623,1,0,0,0,0,0
LOC26528630,1205,941,1186,957,1082,1337
LOC26528638,25,19,21,30,41,32
LOC26528639,468,421,524,1178,1600,1467
LOC26528641,3,0,3,69,77,103
LOC26528648,642,562,693,764,1036,1113
LOC26528666,714,576,703,595,714,728
LOC26528669,1,4,1,5,4,4
LOC26528671,0,0,0,1,0,0
LOC26528683,372,274,333,301,401,496
LOC26528686,127,90,131,35,67,52
LOC26528687,3098,2748,3462,3691,4336,5019
LOC26528688,2,0,3,0,2,1
LOC26528693,8,4,1,5,13,13
LOC26528703,21,14,20,23,20,34
LOC26528705,2,2,7,0,0,0
LOC26528708,1,2,3,4,5,3
LOC26528716,2,6,3,8,8,12
LOC26528726,617,515,655,374,448,423
LOC26528727,7,8,10,3,7,13
LOC26528741,1,4,1,100,149,155
LOC6572000,2676,2038,2605,2440,3251,3339
LOC6572001,92348,63342,81469,98433,107594,152148
LOC6572014,2928,2230,2927,2779,3872,3925
LOC6572018,19,12,11,24,33,40
LOC6572022,4775,4122,5049,6821,9446,9606
LOC6572028,149,109,151,51,50,60
LOC6572032,3699,3147,3723,2365,2960,2800
LOC6572034,2628,2255,2674,1484,1882,1961
LOC6572035,4466,3365,4225,4893,6063,6597
LOC6572036,5217,3732,4643,2630,3262,3853
LOC6572040,49227,39040,46614,39604,49907,49698
LOC6572042,230,179,225,217,290,387
LOC6572043,1566,1431,1714,1289,1652,1875
LOC6572044,1548,1187,1525,1333,1605,1528
LOC6572051,127,81,126,68,91,107
LOC6572052,910,808,913,694,960,1121
LOC6572053,2434,1967,2316,2678,3506,4026
LOC6572054,488,424,560,118,138,118
LOC6572055,74,70,72,62,62,96
LOC6572056,10,14,28,6,5,15
LOC6572057,0,0,0,0,0,0
LOC6572058,8,4,6,15,23,24
LOC6572061,0,0,0,1,0,0
LOC6572062,0,0,0,0,0,0
LOC6572064,4952,3916,4814,4781,6688,6683
LOC6572066,0,0,0,0,2,1
LOC6572070,1311,1087,1233,1592,1956,2279
LOC6572071,923,781,921,1922,2554,2830
LOC6572073,1570,1447,1907,1956,2732,2812
LOC6572074,2978,2448,3268,3720,5115,5331
LOC6572075,1567,1271,1659,943,1269,1223
LOC6572077,35,17,23,62,58,74
LOC6572078,75,43,54,19,28,40
LOC6572080,3,5,5,1,0,0
LOC6572081,1167,1045,1271,837,1069,1022
LOC6572082,1355,1035,1278,1114,1477,1503
LOC6572084,1701,1289,1754,1511,1940,2074
LOC6572085,1129,909,1036,1093,1421,1572
LOC6572086,929,684,838,1135,1375,1402
LOC6572087,574,495,593,525,701,762
LOC6572089,130,118,128,220,255,287
LOC6572090,848,719,953,897,1276,1403
LOC6572093,3739,2908,3667,5028,6190,7218
LOC6572094,175,144,162,157,218,215
LOC6572095,1628,1427,1756,1617,2111,2273
LOC6572097,1418,1110,1464,1902,2454,2765
LOC6572101,1188,989,1111,1248,1637,1861
LOC6572102,22,20,14,7,7,4
LOC6572103,1061,921,1195,1146,1619,1685
LOC6572104,1740,1378,1796,1729,2342,2456
LOC6572105,931,800,974,1051,1226,1363
LOC6572106,22,16,26,3,1,1
LOC6572108,262,222,287,230,310,298
LOC6572110,303,265,326,357,410,412
LOC6572111,136,113,132,227,274,340
LOC6572112,863,577,722,374,414,510
LOC6572113,4078,3403,4108,2861,3856,3650
LOC6572114,4586,3766,4624,8704,11240,12155
LOC6572117,487,451,604,675,988,1073
LOC6572118,756,587,747,461,554,556
LOC6572119,985,812,1068,1172,1572,1610
LOC6572120,1308,900,1016,806,1036,1209
LOC6572121,3710,3154,3805,1677,2114,1962
LOC6572122,184,125,129,104,94,123
LOC6572123,1139,939,1118,783,994,991
LOC6572124,530,367,503,578,561,843
LOC6572125,222,218,224,180,184,213
LOC6572126,2914,2209,2797,3002,3997,4029
LOC6572127,3457,2821,3616,2840,3655,3591
LOC6572129,837,734,946,771,1102,1344
LOC6572130,8388,6204,7363,9237,8899,12920
LOC6572131,774,621,784,757,1079,1050
LOC6572133,0,0,0,0,0,0
LOC6572134,0,0,0,0,0,0
LOC6572135,240,201,288,170,215,220
LOC6572136,0,0,0,0,0,0
LOC6572138,854,694,763,734,957,1018
LOC6572141,15200,13471,15639,7923,9644,14765
LOC6572143,1279,1102,1357,759,833,1029
LOC6572144,11653,10143,12436,5735,6812,6577
LOC6572146,1552,1340,1603,1116,1297,1379
LOC6572148,1,0,2,5,19,7
LOC6572149,1123,910,1159,1133,1294,1494
LOC6572151,1349,1155,1451,999,1433,1417
LOC6572152,372,328,400,406,584,579
LOC6572153,358,292,388,387,538,561
LOC6572154,928,826,995,656,737,847
LOC6572155,826,798,887,870,1212,1270
LOC6572156,2,3,0,9,13,12
LOC6572157,0,0,0,2,2,5
LOC6572158,81245,61834,71204,72531,72098,96529
LOC6572161,24,19,31,10,8,17
LOC6572162,314,258,339,253,362,386
LOC6572163,350,268,321,267,357,330
LOC6572169,1,0,0,1,1,0
LOC6572171,326,213,305,308,382,462
LOC6572172,37,41,24,89,120,119
LOC6572173,34331,25550,27359,16287,16446,24732
LOC6572174,1626,1430,1565,991,1015,1752
LOC6572176,849,739,863,628,689,901
LOC6572177,0,1,0,2,3,0
LOC6572178,1416,1085,1291,1262,1363,1553
LOC6572179,621,585,716,376,470,441
LOC6572180,0,0,0,2,2,1
LOC6572181,2633,2050,2345,3059,3519,4734
LOC6572182,3302,2788,3574,2619,3536,3321
LOC6572183,1619,1327,1617,919,1240,1280
LOC6572184,328,254,327,407,503,554
LOC6572186,1,0,1,198,251,285
LOC6572187,376,294,397,131,200,203
LOC6572188,35,46,41,6,5,4
LOC6572190,8,5,12,0,0,0
LOC6572192,12,3,19,0,0,0
LOC6572193,137,121,156,128,191,203
LOC6572195,1886,1608,1992,975,1238,1244
LOC6572197,0,0,0,0,0,2
LOC6572200,1974,1507,1849,1667,2062,2383
LOC6572202,40,37,37,201,213,274
LOC6572205,514,413,580,531,741,820
LOC6572206,615,507,629,576,744,847
LOC6572215,14895,11405,13895,13829,16555,16830
LOC6572216,1028,828,1095,898,1094,1082
LOC6572218,4718,3553,4370,8055,9003,11637
LOC6572219,1201,865,1232,1151,1489,1632
LOC6572220,555,458,541,454,555,657
LOC6572221,1086,891,1110,956,1223,1296
LOC6572222,336,212,276,154,200,229
LOC6572223,917,724,927,893,973,1161
LOC6572228,3264,2624,3139,1809,2003,2412
LOC6572232,8208,6733,7955,8730,10792,11348
LOC6572233,38410,31124,38595,51884,66038,72726
LOC6572234,396,356,381,384,463,461
LOC6572235,344,284,326,419,521,545
LOC6572236,2003,1687,2031,1397,1729,1773
LOC6572237,4847,3881,4561,3130,3917,3864
LOC6572239,3626,2920,3686,2267,3052,3023
LOC6572242,64124,51580,61050,66992,75970,98049
LOC6572243,1604,1286,1454,1202,1560,1728
LOC6572244,35842,29224,36778,33952,49005,49491
LOC6572246,1075,775,1134,764,922,1142
LOC6572247,669,516,718,573,828,837
LOC6572248,7726,6536,8266,8588,11879,12221
LOC6572250,881,670,920,716,967,905
LOC6572251,1111,885,1139,924,1251,1317
LOC6572252,1267,1094,1268,1227,1552,1754
LOC6572253,2868,2701,3375,1579,2129,2095
LOC6572255,196,143,162,210,297,270
LOC6572256,2797,2193,2584,2470,2905,3334
LOC6572257,178,119,118,176,233,256
LOC6572259,106,114,113,93,114,111
LOC6572260,63799,53398,65195,42753,53464,51051
LOC6572265,1987,1634,1965,1110,1290,1476
LOC6572266,1,0,3,0,0,1
LOC6572271,713,472,727,673,869,960
LOC6572272,0,0,1,0,1,7
LOC6572273,51,37,54,11,12,22
LOC6572274,2735,2176,2565,4912,5926,7049
LOC6572275,9,6,19,18,12,23
LOC6572276,1429,1123,1457,814,1021,999
LOC6572277,3003,2376,2811,3291,4058,4364
LOC6572278,3554,3090,3697,2673,3928,3938
LOC6572279,5331,4234,5305,3144,3978,3826
LOC6572280,4282,3549,4285,2650,3281,3233
LOC6572281,3496,2750,3438,4030,5277,5696
LOC6572282,7648,6482,7671,4727,5599,5667
LOC6572283,4,11,7,17,13,12
LOC6572284,4,8,4,0,0,3
LOC6572286,1959,1484,1868,1632,2162,2489
LOC6572287,135,114,129,101,135,146
LOC6572288,845,727,832,742,1037,920
LOC6572289,2955,2339,2971,3115,4082,4128
LOC6572291,36,28,26,14,41,33
LOC6572293,76,62,39,32,42,40
LOC6572294,2186,2103,2559,2578,3768,3665
LOC6572296,6451,5424,6950,5429,7325,6988
LOC6572297,23768,19585,24805,18973,25108,26116
LOC6572299,39670,28153,33165,35067,35528,51631
LOC6572300,557,414,528,464,771,731
LOC6572302,5444,4307,5472,4914,6398,6549
LOC6572304,0,0,2,7,12,14
LOC6572306,2502,1830,2323,2803,3456,4361
LOC6572307,5863,4814,6000,4697,6128,6323
LOC6572308,2992,2314,2784,3405,4701,4728
LOC6572309,244,197,248,21,22,27
LOC6572312,1384,1162,1568,2094,3096,2981
LOC6572313,374,250,292,194,264,250
LOC6572316,64,60,71,44,55,55
LOC6572317,4890,3598,4908,3653,5093,5524
LOC6572318,9457,7408,9625,7453,9651,9802
LOC6572320,1720,1440,1839,1274,1744,1706
LOC6572322,852,730,984,853,1198,1315
LOC6572325,2586,1990,2502,2336,3402,3233
LOC6572326,2004,1636,1895,2013,2602,2608
LOC6572327,4520,4123,5502,4433,6285,6302
LOC6572328,1604,1291,1685,1348,1940,1871
LOC6572330,0,0,0,3,2,2
LOC6572332,11216,9209,11569,13555,15766,20001
LOC6572333,1992,1485,1867,2034,2528,2867
LOC6572334,1742,1378,1627,2805,3669,4248
LOC6572338,1585,1216,1427,1574,2185,2339
LOC6572339,1045,832,999,820,1082,1154
LOC6572340,1,2,0,1,0,0
LOC6572341,16254,12742,16300,37047,49271,56715
LOC6572343,825,659,795,1126,1414,1523
LOC6572344,348,251,349,388,438,575
LOC6572345,1654,1442,1794,1405,1712,2133
LOC6572346,1262,940,1168,703,799,884
LOC6572347,22,16,31,20,15,35
LOC6572350,0,0,0,0,0,0
LOC6572358,0,0,0,0,0,0
LOC6572373,0,0,0,0,0,0
LOC6572380,3581,2494,3090,2481,3129,3251
LOC6572384,994,642,820,1068,1381,1557
LOC6572385,811,693,781,785,1062,1222
LOC6572386,2581,2055,2324,2327,2978,2804
LOC6572387,1662,1300,1564,3493,4307,4840
LOC6572389,4959,3996,4564,2675,3304,3446
LOC6572390,30,14,25,51,67,55
LOC6572391,1038,956,1201,912,1279,1337
LOC6572392,1015,826,1101,858,1161,1296
LOC6572393,793,613,756,466,547,640
LOC6572394,410,383,510,481,729,696
LOC6572395,2111,1698,1920,2102,2495,2891
LOC6572397,221,175,199,437,440,530
LOC6572398,2953,2466,3122,3699,4929,5146
LOC6572399,1686,1207,1475,1027,1216,1369
LOC6572400,5676,5010,6061,4431,5966,5847
LOC6572402,3285,2594,3259,1711,2174,2265
LOC6572403,1072,733,1017,1007,1339,1181
LOC6572404,14,6,11,3106,3556,5720
LOC6572405,401,346,365,415,418,523
LOC6572406,4450,3545,4321,4446,5625,5532
LOC6572408,3711,2897,3572,2924,3373,3617
LOC6572410,1190,1032,1194,1000,1293,1398
LOC6572411,196,162,203,300,371,410
LOC6572412,2099,1737,2076,1684,2180,2342
LOC6572413,615,576,671,498,637,755
LOC6572414,540,434,449,424,491,544
LOC6572415,18148,13919,16869,8451,10490,9880
LOC6572416,71,54,106,100,102,137
LOC6572417,202,169,194,329,340,531
LOC6572418,1119,807,1018,1299,1480,1852
LOC6572419,4051,3106,3847,3666,4658,4702
LOC6572420,264,197,247,148,178,193
LOC6572421,86,57,78,53,61,69
LOC6572422,941,729,942,1395,1877,1793
LOC6572423,2600,2181,2590,3429,4700,4698
LOC6572425,25,33,37,116,131,132
LOC6572426,652,530,667,486,582,683
LOC6572429,2635,2252,2660,2239,2933,3635
LOC6572431,169,155,205,144,173,181
LOC6572434,10384,7818,9693,8183,10236,10027
LOC6572435,409,415,408,995,1226,1491
LOC6572437,2212,1823,2082,1396,1523,1689
LOC6572440,950,797,981,595,798,871
LOC6572441,10586,7915,8713,10315,11208,14201
LOC6572442,15123,12770,15855,10429,13012,12291
LOC6572443,31,27,35,34,55,56
LOC6572444,635,508,581,593,727,850
LOC6572445,5,4,3,110,127,184
LOC6572446,8328,6414,7805,4645,5834,6032
LOC6572447,1500,1230,1443,3609,4688,5362
LOC6572449,2033,1388,1845,1535,1853,1986
LOC6572450,1630,1273,1558,1814,2138,2589
LOC6572451,5536,4603,5638,3187,3839,3915
LOC6572452,692,614,751,421,634,606
LOC6572453,545,529,658,886,1412,1514
LOC6572454,861,673,861,695,896,906
LOC6572455,61,46,49,21,22,29
LOC6572456,1219,901,1084,739,872,929
LOC6572458,737,640,780,1708,2196,2307
LOC6572459,59,55,49,73,60,74
LOC6572460,52,43,45,7,3,4
LOC6572461,1773,1368,1715,1985,2708,2836
LOC6572462,4168,3141,3717,6141,7395,8295
LOC6572464,223,184,197,282,314,411
LOC6572465,433,403,467,279,358,359
LOC6572467,620,438,550,771,912,1064
LOC6572471,3180,2629,3219,1558,1678,1895
LOC6572474,3676,3099,3549,4367,5816,6639
LOC6572475,415,312,383,584,658,868
LOC6572477,741,583,779,677,1002,1024
LOC6572478,1628,1453,1815,1483,1968,2097
LOC6572479,4,2,3,1,3,2
LOC6572480,3345,2750,3502,4104,5577,5671
LOC6572481,1510,1221,1510,1361,1622,1856
LOC6572483,2537,2176,2601,1567,1862,2135
LOC6572484,474,392,499,497,691,731
LOC6572485,524,423,459,582,785,792
LOC6572486,1411,1238,1507,1085,1369,1411
LOC6572487,1304,1023,1160,1395,1760,2097
LOC6572488,6708,5117,6343,6592,8123,9002
LOC6572489,2261,1912,2169,1605,2110,2058
LOC6572490,9106,7072,8516,8458,9606,11485
LOC6572491,4058,3620,4568,6687,9569,10063
LOC6572492,590,467,546,379,500,540
LOC6572493,62,57,70,23,48,25
LOC6572494,8413,6736,8667,9032,12444,12625
LOC6572495,5083,3751,4666,4178,5373,5463
LOC6572496,3156,2439,3077,1900,2454,2424
LOC6572497,18,15,10,7,13,11
LOC6572498,11735,9685,11539,7293,9277,9007
LOC6572499,3515,2903,3495,2763,3534,3512
LOC6572500,428,344,390,369,477,547
LOC6572501,1846,1522,1630,1321,1691,1806
LOC6572502,1418,1170,1326,1201,1440,1720
LOC6572503,4895,4083,4721,3119,3851,3897
LOC6572504,898,838,1043,748,925,1429
LOC6572505,622,449,606,683,829,868
LOC6572506,630,483,612,827,1087,1171
LOC6572507,1974,1687,2030,1415,2006,2246
LOC6572508,3047,2421,3002,3016,4198,4374
LOC6572511,4,6,6,1,0,1
LOC6572514,18,20,11,17,9,18
LOC6572515,0,0,0,0,0,0
LOC6572517,14,12,10,14,28,34
LOC6572518,0,1,4,1,0,0
LOC6572521,759,617,828,729,901,912
LOC6572522,1408,1173,1433,829,1074,1133
LOC6572523,1750,1490,1889,2378,3222,3348
LOC6572527,817,644,818,634,699,717
LOC6572528,5198,4559,5483,4255,5821,5604
LOC6572533,28389,25329,31046,14480,19446,17758
LOC6572536,3922,3150,3631,3357,4344,4072
LOC6572537,4888,4093,5053,3108,4365,4131
LOC6572538,823,698,917,684,850,1183
LOC6572539,551,440,499,539,646,774
LOC6572540,2106,1714,2135,1856,2341,2621
LOC6572541,1796,1478,1925,1804,2479,2480
LOC6572542,1245,992,1263,1026,1389,1386
LOC6572543,1282,1073,1301,967,1282,1389
LOC6572544,771,643,803,549,787,811
LOC6572546,1121,939,1119,1154,1595,1690
LOC6572547,5731,4745,5807,5091,6805,7960
LOC6572548,9232,7370,9144,7785,9950,9964
LOC6572549,1006,888,1067,600,695,717
LOC6572550,1125,949,1072,1076,1387,1352
LOC6572551,2414,2094,2514,1510,2018,1998
LOC6572553,6145,4778,5900,5894,6672,9339
LOC6572554,895,672,868,1259,1616,1849
LOC6572556,59,40,47,23,48,47
LOC6572557,3623,2597,3097,2717,3449,4185
LOC6572558,3856,2994,3501,2553,3159,3216
LOC6572559,34,28,24,1,0,1
LOC6572560,870,612,772,727,1023,1086
LOC6572561,2519,2330,2911,1233,1582,1587
LOC6572562,319,221,285,223,321,327
LOC6572563,581,538,595,247,284,410
LOC6572564,358,280,340,250,313,399
LOC6572565,54,24,40,24,26,15
LOC6572566,1319,1081,1252,1458,1960,1995
LOC6572569,1349,1100,1394,1465,1941,2145
LOC6572570,10825,8401,10495,6115,7887,7776
LOC6572571,6,7,6,13,11,22
LOC6572573,0,0,0,1,2,1
LOC6572575,1,1,1,2,0,2
LOC6572576,0,0,0,0,0,1
LOC6572577,16,9,14,263,288,331
LOC6572578,226,180,164,139,170,224
LOC6572579,680,556,648,441,576,595
LOC6572580,225,185,218,203,305,321
LOC6572581,715,578,689,417,597,584
LOC6572582,287,196,221,403,509,629
LOC6572585,2000,1616,2008,270,333,372
LOC6572586,8982,6859,8177,5564,7254,6854
LOC6572591,316,261,293,170,217,242
LOC6572604,2,1,4,2,2,4
LOC6572607,3999,3044,3268,3077,3570,4373
LOC6572608,1955,1530,1760,1558,1995,2044
LOC6572609,12,10,7,9,11,16
LOC6572611,7,3,3,37,18,29
LOC6572615,462,341,412,294,328,414
LOC6572617,484,406,426,89,146,166
LOC6572618,901,668,775,262,294,349
LOC6572619,1826,1412,1728,659,869,987
LOC6572620,1021,803,951,741,945,932
LOC6572621,137,128,129,57,62,90
LOC6572622,0,0,1,1,0,1
LOC6572623,2,0,0,1,3,0
LOC6572626,3,6,4,5,10,5
LOC6572627,26,19,27,18,17,33
LOC6572628,0,0,0,1,0,0
LOC6572634,5777,4456,5340,4245,5488,5187
LOC6572636,4,3,3,3,0,12
LOC6572637,2428,1927,2329,1895,2347,2392
LOC6572638,4583,3684,4693,2281,2883,2923
LOC6572639,1,0,2,6,1,6
LOC6572640,808,678,730,836,1048,1267
LOC6572641,3634,2898,3667,2892,4053,4410
LOC6572642,14156,11262,12979,6705,7301,9561
LOC6572643,2173,1714,2040,700,880,1044
LOC6572644,3471,2844,3277,2101,2411,2602
LOC6572645,3360,2787,3517,2214,2858,3008
LOC6572647,6732,5645,7136,4269,5229,5023
LOC6572648,2360,1902,2441,2569,3587,3784
LOC6572649,2802,2277,2743,2613,3282,3239
LOC6572650,2081,1619,1949,1357,1714,1724
LOC6572652,354,254,349,607,727,802
LOC6572653,4292,3564,4268,3574,4230,4921
LOC6572654,274,234,239,167,211,212
LOC6572656,1802,1448,1636,2037,2423,2753
LOC6572657,505,410,518,580,762,748
LOC6572659,5358,4363,5174,2704,3521,3526
LOC6572660,35,22,31,18,35,49
LOC6572661,548,427,593,413,587,606
LOC6572662,18,19,22,19,37,34
LOC6572663,1443,1332,1568,1366,1736,1890
LOC6572664,651,549,773,564,745,812
LOC6572665,1902,1579,1959,2323,3046,3464
LOC6572666,1356,1074,1287,346,405,450
LOC6572668,30,29,35,0,0,0
LOC6572669,0,0,0,1,0,3
LOC6572670,0,0,0,0,0,0
LOC6572672,0,0,0,1,2,0
LOC6572674,0,0,1,1,2,0
LOC6572675,0,0,0,0,0,0
LOC6572676,0,0,0,0,0,1
LOC6572678,2,0,1,0,0,0
LOC6572679,0,0,0,0,0,0
LOC6572680,2,1,0,0,0,0
LOC6572686,184,136,210,4096,6134,5143
LOC6572687,2738,2355,2890,2015,2787,2486
LOC6572688,1870,1488,1840,1208,1782,1504
LOC6572689,3028,2558,3181,1703,2076,1987
LOC6572692,255,271,339,471,607,719
LOC6572693,529,382,503,495,617,814
LOC6572694,6663,5595,6295,3644,4518,5929
LOC6572695,1810,1517,1747,1025,1207,1346
LOC6572696,536,382,544,601,709,765
LOC6572697,2290,1997,2252,1645,2137,2119
LOC6572698,1110,844,1101,1090,1478,1490
LOC6572700,2425,1877,2281,2351,2997,3378
LOC6572701,571,455,565,574,807,857
LOC6572702,1594,1257,1583,513,680,771
LOC6572703,2367,1976,2402,6120,8076,8683
LOC6572704,2177,1726,2246,1758,2260,2420
LOC6572705,624,468,631,509,647,744
LOC6572706,201,218,291,309,475,482
LOC6572707,70,70,78,32,49,43
LOC6572708,1720,1430,1828,1531,2052,2146
LOC6572709,2381,2040,2369,1370,1902,2091
LOC6572710,619,548,597,542,654,731
LOC6572711,1122,999,1269,1124,1636,1625
LOC6572712,942,723,998,845,1120,1181
LOC6572713,185,151,157,64,63,75
LOC6572714,1458,1084,1371,924,1250,1358
LOC6572717,514,448,568,291,356,364
LOC6572718,622,498,618,566,715,647
LOC6572719,1853,1437,1719,1376,1583,2139
LOC6572720,10773,8788,10232,5839,6552,6476
LOC6572721,822,649,779,1072,1390,1610
LOC6572722,3,5,5,3,5,18
LOC6572724,122,120,133,4,8,9
LOC6572725,0,0,0,1,3,6
LOC6572726,70,71,66,31,36,49
LOC6572727,953,752,917,726,912,1175
LOC6572728,411,280,362,461,679,707
LOC6572729,951,829,1061,954,1256,1421
LOC6572730,2402,1916,2280,1922,2543,2387
LOC6572731,307,232,307,470,525,611
LOC6572732,6105,5051,6040,5369,6745,7610
LOC6572733,2248,1785,2231,959,1079,1314
LOC6572734,111,66,84,214,274,309
LOC6572735,379,289,377,233,286,305
LOC6572736,1368,1125,1309,1119,1427,1572
LOC6572737,3603,3097,3696,2029,2486,2459
LOC6572738,2849,2267,2708,1997,2835,2847
LOC6572739,26089,20286,24338,22589,25544,32667
LOC6572740,6019,4549,5212,7257,8188,9877
LOC6572741,714,505,591,488,714,759
LOC6572742,488,405,511,796,934,955
LOC6572743,13,9,10,15,20,22
LOC6572744,85,55,85,3,7,9
LOC6572746,1,1,1,5,4,4
LOC6572747,715,574,655,389,583,538
LOC6572749,250,171,191,246,308,353
LOC6572750,174,139,184,180,214,256
LOC6572751,1210,1028,1147,892,854,1197
LOC6572752,394,307,342,422,514,590
LOC6572753,17500,14611,17997,13104,15975,15524
LOC6572754,76927,65174,73807,61087,55468,78296
LOC6572755,5,6,7,24,20,29
LOC6572756,2008,1700,1901,2151,2691,2922
LOC6572757,98,72,85,125,128,158
LOC6572758,949,774,984,562,693,705
LOC6572759,3574,2902,3489,3003,3565,3991
LOC6572760,332,285,362,385,432,532
LOC6572761,301,203,246,536,805,763
LOC6572763,1141,1012,1222,1492,2022,1780
LOC6572764,697,576,731,520,628,688
LOC6572765,853,535,741,612,770,839
LOC6572766,395,317,373,318,395,402
LOC6572767,2,2,2,8,3,1
LOC6572768,574,496,583,576,807,831
LOC6572769,33363,26097,30657,29331,29776,41203
LOC6572770,764,615,811,895,1158,1224
LOC6572771,250,230,273,399,496,554
LOC6572773,219,202,240,232,304,330
LOC6572774,775,696,864,888,1254,1201
LOC6572775,36,15,18,32,24,54
LOC6572777,2504,1968,2367,2017,2176,2408
LOC6572779,1,1,1,1,1,1
LOC6572780,2,4,2,19,22,29
LOC6572782,8813,6057,6928,8762,9358,16081
LOC6572783,317,276,346,280,283,342
LOC6572786,8574,6760,7971,10014,12162,14013
LOC6572787,663,502,590,94,133,185
LOC6572788,18972,14077,16254,20337,20370,29134
LOC6572789,1371,1083,1362,1066,1384,1577
LOC6572790,2,2,3,4,6,6
LOC6572791,420,355,478,339,362,433
LOC6572792,489,277,360,1008,1233,1621
LOC6572793,2719,2142,2595,1805,2242,2290
LOC6572795,25,20,18,19,32,37
LOC6572796,0,0,0,0,0,0
LOC6572799,197,173,184,125,158,188
LOC6572800,1544,1209,1429,577,773,733
LOC6572802,114,95,107,128,131,181
LOC6572803,3157,2554,2996,2966,3447,3846
LOC6572804,2847,2378,2917,2554,3238,3317
LOC6572805,312,244,316,189,250,361
LOC6572806,3966,3069,3869,3267,4252,5049
LOC6572807,4225,3369,3793,2776,3260,3859
LOC6572808,2081,1628,1934,1334,1736,1563
LOC6572809,1182,943,1135,1204,1299,1631
LOC6572810,4937,4011,4753,5109,6082,7438
LOC6572812,2,2,1,2,5,7
LOC6572813,113,113,109,100,138,125
LOC6572814,60,52,62,45,42,51
LOC6572815,7327,5851,6749,2755,3272,4146
