,dari_head_rep1,dari_head_rep2,dari_head_rep3,dmoj01_head_rep1,dmoj01_head_rep2,dmoj01_head_rep3,dmoj20_head_rep1,dmoj20_head_rep2,dmoj20_head_rep3,dmoj22_head_rep1,dmoj22_head_rep2,dmoj22_head_rep3,dmoj26_head_rep1,dmoj26_head_rep2,dmoj26_head_rep3
LOC116804577,0,0,11,0,0,0,0,8,1,0,0,0,0,0,0
LOC116804578,0,0,0,2,8,0,1,6,0,0,0,4,5,18,7
LOC116804579,2013,1930,8600,2317,5596,2143,2056,3370,1944,1087,2921,1373,2790,5035,2028
LOC116804581,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC116804582,401,258,1660,537,944,384,506,891,538,302,581,366,324,466,214
LOC116804583,0,0,0,1,3,0,0,0,0,0,1,0,0,2,0
LOC116804584,17,24,160,22,132,34,25,91,32,22,85,40,10,53,13
LOC116804587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116804588,1,0,13,4,24,1,5,16,1,1,2,1,14,23,21
LOC116804593,113,62,406,117,141,83,106,282,115,113,304,174,41,20,11
LOC116804606,2,0,2,0,18,0,2,8,3,6,2,10,1,15,5
LOC116804607,255,231,1260,468,807,267,109,230,159,89,295,144,79,121,66
LOC116804608,12,7,83,10,33,11,1,8,9,0,9,14,9,9,7
LOC116804615,6,3,11,7,11,5,12,29,18,0,0,0,0,3,0
LOC116804622,2,0,11,4,20,0,0,8,6,3,2,1,2,0,0
LOC116804623,0,1,2,0,3,0,0,0,2,1,12,2,0,9,4
LOC116804624,29,15,136,63,125,31,54,102,24,17,44,27,47,74,42
LOC116804626,24,21,100,5,21,27,4,22,14,19,52,22,12,9,11
LOC116804627,3,2,10,0,0,0,0,0,0,0,2,0,0,0,0
LOC116804628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116804630,60,89,406,28,71,43,27,98,46,101,217,113,231,332,275
LOC116804634,244,250,1149,368,431,313,369,504,391,276,592,342,417,607,425
LOC116804635,0,0,0,0,0,0,4,10,8,0,8,0,9,0,0
LOC116804636,18,1,28,14,29,15,21,14,25,5,28,16,7,7,1
LOC116804638,384,208,1405,126,178,73,322,738,355,164,375,203,111,127,53
LOC116804640,0,0,0,42,203,45,59,129,96,90,133,132,85,128,94
LOC116804650,13,27,75,51,122,41,26,44,19,15,47,28,29,32,22
LOC116804654,940,507,3225,237,484,181,572,908,592,334,746,434,232,225,90
LOC116804655,0,0,13,32,78,31,45,41,38,0,3,0,22,18,20
LOC116804657,7,5,14,37,20,10,16,37,5,20,58,40,3,20,9
LOC116804660,1,2,2,7,14,2,3,9,0,0,4,3,6,4,1
LOC116804665,7,0,15,5,22,12,4,17,15,1,0,0,8,9,17
LOC116804673,32,25,86,65,115,24,16,24,20,21,37,37,31,34,14
LOC116804676,33,29,214,111,139,41,28,47,30,17,108,94,66,126,69
LOC116804678,246,169,888,522,734,307,406,697,366,220,437,222,595,528,344
LOC116804682,156,258,1419,0,0,0,0,0,0,0,0,0,2,0,1
LOC116804683,0,0,0,9,3,0,7,28,16,28,70,36,3,3,10
LOC116804685,0,0,0,0,14,0,0,0,1,1,0,0,2,0,0
LOC116804686,0,0,9,0,11,10,3,4,0,0,3,0,7,5,0
LOC116804695,0,0,0,42,44,25,27,35,23,22,68,34,31,30,23
LOC116804698,0,0,0,8,10,2,2,2,0,0,7,0,0,0,2
LOC116804700,0,0,0,70,104,28,13,15,8,2,33,9,8,2,4
LOC116804701,0,0,0,834,2186,784,429,1337,661,482,1779,1025,518,835,422
LOC116804706,0,0,3,0,0,0,24,72,12,0,0,0,0,0,0
LOC116804718,0,0,0,0,0,0,0,0,1,0,0,0,10,33,10
LOC116804724,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0
LOC116804728,107,85,682,84,248,82,77,161,68,51,204,96,109,89,58
LOC116804732,6,2,11,0,0,0,5,6,0,0,0,0,0,0,0
LOC116804734,9,8,29,0,0,0,0,0,0,0,0,0,0,0,0
LOC116804738,0,0,0,72,122,42,14,26,38,1,3,8,180,346,122
LOC116804746,6295,2928,11632,40319,33634,14243,2,4,1,2030,4177,2577,37,37,21
LOC116804762,32,38,259,32,97,42,18,55,52,78,186,129,10,72,30
LOC116804772,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0
LOC116804788,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
LOC116804804,10422,5804,38608,2218,4695,1747,3130,6822,4366,753,1408,1511,916,1707,896
LOC116804806,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0
LOC116804822,230,156,761,391,458,137,270,349,204,127,193,151,202,279,148
LOC116804855,4,13,14,5,34,5,0,2,4,3,20,6,5,10,4
LOC116804856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116804858,0,0,0,0,5,0,0,0,2,0,4,0,0,4,0
LOC116804860,6,0,40,9,8,6,4,1,0,0,0,2,0,4,0
LOC116804862,293,203,1385,418,983,314,114,276,168,185,468,288,144,159,98
LOC116804864,3,10,26,0,0,0,3,1,2,0,3,0,4,3,4
LOC116804866,613,387,2637,529,1036,345,308,696,453,407,1089,774,147,222,118
LOC116804868,291,260,1024,82,122,65,122,82,62,40,90,43,71,89,57
LOC116804869,20,22,125,15,56,16,32,128,56,28,98,59,2,8,1
LOC116804871,7,5,30,10,32,7,0,0,3,0,4,4,0,0,0
LOC116804872,13,6,30,58,128,61,0,10,2,0,2,2,11,6,2
LOC116804873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116804874,3,1,7,3,4,0,0,0,0,2,0,0,5,0,0
LOC116804875,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
LOC116804881,1,0,0,0,4,0,0,0,13,2,0,2,2,2,2
LOC116804886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116804890,3,4,55,4,0,0,0,0,1,0,2,0,0,0,4
LOC116804892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC116804893,3,3,4,0,0,0,3,0,3,0,0,0,0,1,0
LOC116804895,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
LOC116804898,13,8,136,9,22,5,3,13,5,10,24,4,0,0,0
LOC116804899,1,12,48,0,0,0,0,0,0,0,0,0,0,0,0
LOC116804900,0,0,0,0,0,2,5,1,1,2,4,3,0,0,0
LOC116804901,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
LOC116804902,106,76,484,105,222,69,109,215,111,37,120,69,57,91,58
LOC116804903,1,11,114,3,9,1,4,13,0,3,0,0,0,0,2
LOC116804904,0,0,0,0,0,1,1,3,0,0,5,0,4,2,2
LOC116804906,110,87,568,114,313,109,101,262,158,56,149,91,98,151,74
LOC116804907,484,314,1841,866,1207,414,593,819,555,350,752,501,482,743,441
LOC116804908,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0
LOC116804909,179,146,832,375,618,248,386,607,373,215,483,235,174,341,198
LOC116804910,1153,925,5623,2605,5384,1895,1725,3743,2057,1090,2883,1777,1286,1810,920
LOC122756692,779,548,3067,1071,1602,634,737,1414,882,648,1565,1014,404,494,317
LOC122756693,1108,939,5912,1397,3142,1140,1050,2759,1518,684,1810,1159,862,1320,691
LOC122756694,309,311,1772,250,677,219,240,498,302,154,292,217,286,450,277
LOC122756695,629,525,3341,979,2180,776,849,1853,1077,525,1290,805,884,1278,657
LOC122756696,1138,764,5405,2038,3875,1400,2074,4002,2254,1289,3427,2041,1484,2062,1140
LOC122756697,10,31,112,45,60,31,42,81,51,65,180,98,65,109,49
LOC122756698,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC122756699,17,5,78,27,85,18,27,84,33,17,39,37,30,17,1
LOC122756702,89,65,339,141,173,65,136,139,93,49,57,56,83,83,30
LOC122756703,128,74,557,178,392,126,183,354,221,113,237,142,125,207,97
LOC122756704,2,2,15,0,0,0,1,0,0,1,0,0,0,0,0
LOC122756706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC122756707,2770,2270,15051,1820,4657,1654,1968,4985,3040,1906,4629,4053,2327,4036,2112
LOC122756708,510,421,2581,458,1231,403,199,517,323,69,191,121,21,18,6
LOC122756709,717,567,3434,1061,2189,857,896,1809,1272,620,1795,1181,556,952,454
LOC122756711,405,390,1854,431,1035,266,420,631,426,352,588,421,214,352,179
LOC122756713,0,0,0,7,0,9,2,8,0,0,5,3,0,0,0
LOC122756716,34,15,108,53,135,28,66,57,23,19,22,14,61,14,19
LOC122756717,3,8,42,13,22,4,6,7,10,5,34,19,0,3,2
LOC122756718,8,16,114,37,59,5,22,35,27,27,28,20,8,21,15
LOC122756719,0,0,0,1,0,0,2,6,3,0,3,2,0,0,1
LOC122756721,0,0,0,2,15,4,7,8,0,10,11,5,2,10,0
LOC122756722,3,0,39,57,56,11,21,42,30,17,44,25,36,26,22
LOC122756723,3,1,13,22,22,20,21,28,14,13,6,16,14,43,35
LOC122756724,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
LOC122756725,151,131,610,336,577,210,239,323,225,137,244,159,109,123,92
LOC122756727,71,40,300,85,100,35,82,231,84,48,136,66,29,39,20
LOC122756728,0,3,8,0,8,0,4,5,4,3,15,10,0,5,2
LOC122756729,2,1,0,9,16,8,2,8,8,0,0,0,1,0,0
LOC122756739,0,2,32,11,15,2,4,8,11,0,7,8,0,4,0
LOC122756746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756748,3,5,15,0,8,8,29,55,40,10,9,17,9,8,4
LOC122756750,0,0,0,1,0,0,2,8,2,0,5,0,0,4,1
LOC122756753,90,58,362,120,177,74,131,191,156,73,146,100,35,61,47
LOC122756754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756756,579,468,3326,805,2342,850,388,1118,717,235,599,499,733,1279,659
LOC122756757,0,0,10,0,5,1,2,4,0,0,0,2,0,0,0
LOC122756758,0,0,9,18,22,0,1,0,0,0,0,2,0,0,0
LOC122756759,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0
LOC122756760,151,113,767,98,197,120,85,170,126,64,225,109,98,146,109
LOC122756761,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
LOC122756762,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0
LOC122756763,279,282,1637,534,1532,796,268,680,464,117,384,360,272,837,394
LOC122756764,0,0,0,2,5,0,0,7,0,0,0,0,0,0,0
LOC122756765,2,0,0,2,7,1,3,1,8,0,2,4,0,3,0
LOC122756766,168,126,1003,436,1137,339,372,1175,514,335,822,509,219,295,198
LOC122756768,1,4,9,7,16,5,1,8,1,0,3,12,0,1,7
LOC122756769,0,0,0,0,0,3,0,1,10,1,8,0,5,4,0
LOC122756770,6,6,53,14,49,12,6,7,0,1,11,7,5,9,0
LOC122756771,226,144,931,250,349,104,166,343,162,347,681,400,36,41,25
LOC122756773,30,14,98,16,64,9,14,29,40,6,39,33,7,25,17
LOC122756777,54,49,161,52,125,53,50,77,45,36,118,71,32,42,35
LOC122756781,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
LOC122756783,0,0,0,3,0,3,1,9,5,5,18,10,0,4,0
LOC122756784,23,19,28,5,3,5,8,5,7,9,27,17,18,36,13
LOC122756786,5,6,46,13,31,1,4,17,0,6,9,13,0,3,3
LOC122756787,368,289,1509,905,1571,537,773,1145,635,388,738,525,567,758,401
LOC122756788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756790,11,8,31,23,64,9,38,143,112,24,58,46,90,78,64
LOC122756793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756794,670,342,2445,1043,1223,505,972,1288,747,428,838,477,1107,1069,567
LOC122756795,1,7,30,0,0,3,0,0,0,0,1,0,0,3,0
LOC122756796,65,97,622,88,202,92,106,345,197,100,279,194,29,33,21
LOC122756797,1,0,4,69,92,32,0,0,0,2,5,0,0,0,0
LOC122756801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756802,6,13,47,17,12,9,12,13,5,0,11,2,8,8,5
LOC122756803,0,0,0,20,50,9,18,31,22,14,22,22,0,0,0
LOC122756804,18,11,49,0,13,2,0,5,2,0,0,0,0,4,0
LOC122756805,1,1,15,0,0,0,9,13,8,2,0,0,9,9,4
LOC122756806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756808,1,0,10,0,0,0,6,3,3,1,8,1,0,0,0
LOC122756809,30,31,124,10,72,12,8,41,19,37,75,37,5,34,13
LOC122756811,0,17,29,13,52,10,16,30,15,14,44,6,0,8,3
LOC122756812,12,4,9,10,16,10,11,14,11,5,18,6,1,18,7
LOC122756813,0,0,20,6,30,5,1,0,1,0,5,4,0,3,0
LOC122756814,5,9,84,12,102,44,16,133,102,35,89,78,51,126,74
LOC122756815,2,0,0,0,0,0,0,0,0,0,0,1,7,4,2
LOC122756816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756818,0,0,0,2,0,0,0,2,0,2,2,3,0,1,0
LOC122756819,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2
LOC122756820,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
LOC122756821,17,19,67,23,94,18,14,70,11,19,67,29,7,13,11
LOC122756822,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756823,0,1,26,0,5,0,2,8,0,0,0,0,0,0,2
LOC122756826,18,12,47,16,21,17,10,45,24,8,15,10,13,22,11
LOC122756830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756832,104,99,595,114,378,132,72,185,87,96,264,156,35,72,61
LOC122756834,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0
LOC122756835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756836,3,5,59,0,4,0,0,0,1,5,3,0,0,3,3
LOC122756837,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756839,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
LOC122756841,4,0,0,14,14,3,0,0,3,2,4,3,2,7,0
LOC122756842,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
LOC122756843,0,0,0,7,0,0,1,0,2,0,0,0,0,7,0
LOC122756844,89,81,423,106,231,55,143,145,170,108,238,110,135,191,76
LOC122756845,136,107,512,241,295,137,260,268,208,203,387,177,228,449,234
LOC122756846,130,158,727,61,161,82,25,53,82,95,130,91,42,55,16
LOC122756847,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
LOC122756850,98,83,502,195,252,113,162,251,162,142,282,199,36,52,18
LOC122756855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756857,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
LOC122756859,55,49,149,172,270,51,119,157,101,100,125,56,142,142,63
LOC122756860,0,0,2,3,0,0,1,19,6,7,4,5,5,0,0
LOC122756861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756862,3,4,14,33,96,32,16,44,29,12,19,36,56,143,50
LOC122756863,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0
LOC122756864,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
LOC122756865,46,55,208,58,247,60,39,144,53,22,73,45,34,92,52
LOC122756868,4,0,14,0,0,0,1,5,8,0,1,0,4,8,0
LOC122756869,6,5,9,5,1,0,3,1,3,0,4,2,0,3,0
LOC122756870,205,125,744,4,26,6,0,0,0,33,61,33,150,130,45
LOC122756873,0,4,0,0,9,0,1,4,0,7,1,0,0,9,0
LOC122756874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756875,155,71,420,132,293,128,98,177,93,45,169,176,10,23,25
LOC122756876,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756880,0,0,2,5,0,3,3,0,9,15,51,17,0,0,0
LOC122756882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756883,6,3,65,0,15,0,3,25,20,0,2,7,0,9,6
LOC122756884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756888,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
LOC122756891,3491,3727,25843,191,577,235,118,497,350,3364,8193,8061,3554,7509,3938
LOC122756892,406,252,1810,469,937,288,426,769,575,483,1064,588,200,256,115
LOC122756893,2,6,8,0,0,4,0,0,0,0,4,0,0,0,0
LOC122756894,0,0,0,0,0,0,0,15,3,0,0,0,1,1,6
LOC122756895,0,0,0,0,0,4,0,0,0,2,27,16,0,0,0
LOC122756896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756900,17,22,190,14,41,18,8,81,25,9,47,8,13,7,11
LOC122756901,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0
LOC122756903,20,26,190,81,111,56,31,75,29,20,69,43,30,18,19
LOC122756905,53,15,227,3,15,0,5,19,11,5,12,2,2,4,7
LOC122756906,0,0,0,0,9,0,1,0,0,1,2,2,0,7,0
LOC122756908,0,0,0,0,11,2,0,6,0,4,12,9,0,0,0
LOC122756909,0,0,6,0,0,0,0,0,0,6,0,5,0,0,0
LOC122756910,1,3,31,8,14,2,3,0,11,2,0,2,4,3,0
LOC122756911,1,3,18,7,19,4,4,15,1,0,1,5,0,0,0
LOC122756916,4,1,34,37,70,10,18,37,14,15,38,52,24,16,14
LOC122756917,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756960,74,22,265,0,0,0,0,0,0,0,0,0,19,16,16
LOC122756965,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756967,2,12,13,0,0,0,5,0,3,0,0,0,0,0,0
LOC122756969,0,0,5,0,0,0,0,0,0,0,4,1,0,3,1
LOC122756970,5,6,16,15,24,15,22,30,9,10,33,32,8,29,2
LOC122756972,2,0,20,6,17,4,3,0,3,0,25,10,2,5,3
LOC122756973,32,16,140,70,169,40,30,100,44,27,81,36,39,60,24
LOC122756974,64520,35454,234044,97108,115730,46543,75356,95697,55394,46491,56781,53118,132506,137137,71445
LOC122756975,232,138,1072,365,912,314,291,638,376,181,432,309,203,329,116
LOC122756976,0,0,0,24,51,9,5,4,16,0,0,0,0,0,0
LOC122756977,0,1,0,9,16,8,6,6,1,2,11,0,0,7,0
LOC122756978,0,0,18,0,0,3,3,0,0,0,0,0,0,0,0
LOC122756980,8,7,76,0,3,8,46,141,88,7,10,11,31,49,20
LOC122756981,3,7,29,3,0,0,5,6,2,0,14,2,0,0,0
LOC122756982,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
LOC122756983,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756984,0,0,0,0,14,2,3,7,4,0,14,0,4,18,0
LOC122756986,8,5,9,0,1,2,1,3,4,0,17,0,1,0,4
LOC122756987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122756988,0,7,28,2,0,0,1,0,0,1,2,0,0,2,0
LOC122756989,3,3,11,0,19,12,2,0,0,6,24,7,0,0,0
LOC122756990,0,0,0,0,0,0,2,8,3,15,93,37,0,0,0
LOC122756991,3,1,5,0,7,0,1,2,5,0,0,0,0,5,8
LOC122756992,0,0,0,1,1,0,7,0,0,0,4,2,0,3,0
LOC122756993,0,0,16,0,0,0,2,0,5,0,0,0,0,0,0
LOC122756994,339,359,2204,292,980,377,304,921,499,364,1279,645,192,210,129
LOC122756995,44,36,300,92,222,75,132,390,192,65,136,120,49,122,70
LOC122756996,1,1,9,8,0,1,1,0,3,1,0,0,0,5,4
LOC122756998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LOC122757000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122757001,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0
LOC122757002,1,8,96,21,33,8,7,0,6,7,12,12,0,0,4
LOC122757004,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
LOC122757005,29,38,249,36,263,105,36,144,104,24,154,83,29,113,59
LOC122757006,3,1,22,1,0,0,5,0,14,7,0,1,2,5,0
LOC122757007,0,0,8,0,0,0,1,0,7,2,0,3,0,2,0
LOC122757008,0,0,10,7,29,6,0,9,0,0,0,1,0,2,0
LOC122757009,180,276,1253,94,236,105,82,173,113,94,428,187,80,172,84
LOC122757011,0,0,1,0,0,0,2,25,0,0,0,1,0,0,0
LOC122757014,10,2,23,16,68,5,101,224,209,7,10,2,75,175,78
LOC122757015,0,0,0,0,0,0,0,0,0,0,0,0,135,241,158
LOC122757016,20,14,102,17,21,10,17,44,11,4,6,7,7,10,1
LOC122757017,2,8,19,0,0,0,3,0,0,0,0,2,0,2,0
LOC122757018,8,2,14,23,7,5,11,37,14,2,38,6,0,0,0
LOC122757019,165,167,1188,137,399,169,36,89,41,75,219,123,26,40,10
LOC122757020,174,192,958,96,394,123,55,150,96,62,225,98,36,83,37
LOC122757021,8,1,9,9,13,1,4,0,6,0,0,0,3,6,5
LOC122757022,50,55,407,167,336,200,210,286,291,71,132,90,209,283,239
LOC122757024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122757025,616,360,2433,1487,4451,1573,724,2226,1356,587,1286,1181,1018,1318,720
LOC122757026,16,27,64,28,36,23,18,67,56,17,62,50,0,8,5
LOC122757027,0,1,0,5,39,9,0,0,3,0,2,0,1,2,0
LOC122757028,0,1,0,0,8,0,6,0,0,0,0,0,0,0,0
LOC122757030,23,18,260,20,75,22,14,36,35,19,77,45,18,32,25
LOC122757031,6,5,15,3,1,2,5,21,0,2,30,0,19,20,3
LOC122757032,79,40,386,42,93,13,70,197,70,77,207,119,37,23,14
LOC122757033,14305,21866,73686,10455,28093,9024,8942,23926,12300,0,0,4,31,12,6
LOC122757035,0,1,9,0,0,0,9,16,7,0,1,0,0,1,0
LOC122757036,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1
LOC122757037,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
LOC122757039,16,3,108,26,30,8,7,11,18,7,22,17,6,10,0
LOC122757041,0,0,0,14,4,5,9,66,31,3,2,6,0,0,0
LOC122757042,60,55,319,88,141,68,67,125,50,8,51,26,11,22,11
LOC122757043,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0
LOC122757045,2,3,3,6,0,0,0,0,0,0,4,0,0,0,0
LOC122757047,1,2,26,0,0,0,2,15,5,6,10,5,0,0,0
LOC122757048,0,2,3,0,0,0,2,0,0,0,0,2,0,0,0
LOC122757050,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0
LOC122757051,48,63,347,67,157,54,70,370,181,41,131,146,11,40,25
LOC122757053,4,0,0,6,4,3,2,0,1,0,0,1,0,0,0
LOC122757054,15,45,167,196,329,109,42,84,55,59,126,55,51,74,43
LOC122757055,23,18,86,4,19,6,20,53,7,10,23,10,7,18,4
LOC122757056,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0
LOC122757057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC122757058,3,8,10,0,12,0,11,7,8,0,0,9,3,8,8
LOC122757059,40,56,263,77,171,75,38,155,56,48,135,87,71,128,42
LOC122757060,17,13,53,234,345,127,4,11,14,222,602,349,14,60,8
LOC122757061,6,3,17,7,39,3,16,45,15,8,31,26,7,9,7
LOC122757062,4,0,0,5,0,3,2,0,2,0,0,0,1,0,11
LOC122757064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122757065,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0
LOC122757066,5,2,1,0,0,0,4,9,6,2,0,0,0,0,0
LOC122757067,7,10,83,16,13,10,7,0,3,2,5,4,12,5,2
LOC122757068,2,0,6,0,0,0,0,0,1,0,0,1,0,0,0
LOC122757069,32,31,152,22,37,35,11,25,25,63,174,95,3,19,6
LOC122757083,4,0,0,143,435,155,551,1225,747,5,32,26,6,20,7
LOC122757085,25,23,205,0,0,0,62,165,67,0,0,0,0,0,0
LOC122757088,0,0,0,0,0,0,3,10,2,0,0,0,0,0,0
LOC122757093,1,0,0,0,1,4,38,55,38,10,33,12,6,22,14
LOC122757094,178,149,732,156,380,145,202,340,250,219,446,228,138,202,74
LOC122757095,0,0,0,0,0,0,0,0,0,0,2,0,130,207,72
LOC122757115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
LOC122757124,1,3,4,2,9,6,0,0,0,0,1,0,0,0,0
LOC122757125,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LOC122757126,10,7,24,24,25,19,12,17,13,4,6,15,4,2,4
LOC122757127,0,2,12,0,1,1,0,16,7,0,9,0,0,0,0
LOC122757129,17,13,66,19,115,40,53,110,53,24,65,43,6,15,16
LOC122757130,1,0,5,5,9,1,4,10,10,4,13,3,0,0,0
LOC122757134,9,17,130,220,243,105,169,251,160,46,172,155,64,85,43
LOC122757139,3,1,20,4,0,0,3,0,3,3,5,0,0,0,0
LOC122757140,0,0,1,3,23,7,1,0,3,3,14,4,4,16,17
LOC122757143,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LOC122757145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122757149,1,0,0,0,0,0,0,0,0,0,6,1,3,0,0
LOC122757152,20,16,69,118,215,62,57,136,62,50,123,88,64,100,39
LOC122757153,19,9,169,17,7,11,23,29,7,3,6,8,0,1,7
LOC122757154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122757155,1273,1009,6678,1040,2020,703,629,1298,764,814,2014,1485,512,909,453
LOC122757157,9,7,75,21,17,12,11,20,34,16,34,19,3,23,9
LOC122757158,3,15,36,0,0,2,5,24,24,0,4,5,4,12,5
LOC122757160,16,10,95,26,184,30,59,128,69,66,173,75,10,24,15
LOC122757162,84,22,229,94,189,89,78,120,96,28,41,43,80,134,80
LOC122757164,312,324,1451,178,633,270,278,511,408,215,505,256,149,251,86
LOC122757166,194,188,920,228,503,265,210,261,195,120,306,162,206,328,209
LOC122757167,3,0,19,1,0,0,1,1,0,0,8,2,0,0,0
LOC122757168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC122757170,3144,2296,14040,2533,5760,2002,997,3410,2110,1434,3463,2679,671,1057,548
LOC122757171,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
LOC122757173,3,5,20,6,7,6,7,11,12,1,8,1,0,3,2
LOC122757175,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
