,dbuz_larv_rep1,dbuz_larv_rep2,dbuz_larv_rep3,dkoep_larv_rep1,dkoep_larv_rep2,dkoep_larv_rep3
LOC26528321,200,138,189,53,107,57
LOC26528323,307,247,326,419,831,337
LOC26528327,124,109,145,149,222,151
LOC26528328,0,0,0,0,0,0
LOC26528330,77,46,68,109,165,86
LOC26528331,0,1,0,5,3,2
LOC26528339,169,160,167,101,185,85
LOC26528341,1,1,1,6,12,2
LOC26528345,338,269,305,311,449,224
LOC26528355,81,32,45,30,55,21
LOC26528364,69,59,60,191,305,153
LOC26528369,395,291,471,580,952,376
LOC26528374,3400,2696,3907,109,157,83
LOC26528379,328,225,341,85,163,53
LOC26528381,15,18,17,39,43,39
LOC26528384,145,117,150,194,275,142
LOC26528388,1945,1569,1972,4703,7028,3425
LOC26528389,436,357,455,618,1032,412
LOC26528390,112025,98771,110770,223297,346320,165038
LOC26528391,1072,727,1192,1074,1428,547
LOC26528392,1628,1169,1534,2228,3787,1190
LOC26528405,3,1,9,4,10,7
LOC26528407,584,500,581,681,992,441
LOC26528421,146,101,144,486,738,320
LOC26528424,15,7,10,15,49,16
LOC26528425,146,135,183,233,335,138
LOC26528430,997,937,755,6328,9297,4027
LOC26528431,7,14,8,36,55,26
LOC26528436,1640,1433,1784,2139,3314,1641
LOC26528439,449,370,523,961,1392,791
LOC26528445,2,1,4,46,79,30
LOC26528447,273,217,263,82,143,57
LOC26528452,180,145,184,302,306,128
LOC26528464,77,76,128,165,274,126
LOC26528466,12,8,16,3,8,0
LOC26528476,117,82,103,61,54,23
LOC26528487,1083,917,982,1904,2965,1195
LOC26528489,1104,958,1132,1339,2047,1009
LOC26528494,503,353,583,2450,3206,1679
LOC26528498,5681,4391,5263,15252,21939,10071
LOC26528499,576,434,572,333,499,228
LOC26528513,21,16,28,61,70,21
LOC26528521,290,250,261,914,1326,561
LOC26528523,383,269,398,151,207,98
LOC26528528,363,297,336,1172,1424,983
LOC26528529,798,574,736,302,478,201
LOC26528535,181,104,153,223,275,124
LOC26528540,683,741,634,2008,3411,1419
LOC26528542,2545,2013,2262,890,1425,606
LOC26528560,1819,1527,1906,1463,2295,1072
LOC26528561,5,1,2,2,8,6
LOC26528562,269,173,198,266,484,221
LOC26528564,98,81,127,8,17,4
LOC26528568,177,119,139,129,250,71
LOC26528570,43,26,55,19,34,13
LOC26528574,362,347,345,1097,1454,681
LOC26528578,523,446,489,942,1503,674
LOC26528583,609,546,522,1261,1757,800
LOC26528590,118,104,97,339,449,187
LOC26528593,15,28,16,69,98,55
LOC26528597,1,2,0,2,2,1
LOC26528601,1047,623,1000,440,795,173
LOC26528607,139,95,139,60,103,42
LOC26528609,428,311,453,290,451,247
LOC26528623,1280,926,1159,813,1236,540
LOC26528630,337,250,291,256,415,209
LOC26528638,47,33,55,148,216,108
LOC26528639,187,145,177,1248,1786,862
LOC26528641,28,34,34,186,268,128
LOC26528648,575,407,564,1054,1582,834
LOC26528666,247,219,249,403,689,315
LOC26528669,665,557,577,271,496,217
LOC26528671,0,0,0,1,0,0
LOC26528683,384,351,460,709,1066,464
LOC26528686,220,144,191,240,390,186
LOC26528687,7635,6073,7863,12955,21111,9186
LOC26528688,65,48,56,54,86,28
LOC26528693,235,206,192,167,228,80
LOC26528703,8,4,5,81,136,58
LOC26528705,270,212,312,154,263,89
LOC26528708,117,73,93,50,84,34
LOC26528716,422,263,422,196,309,136
LOC26528726,198,200,191,759,1065,586
LOC26528727,6,2,7,2,0,2
LOC26528741,770,731,773,624,871,425
LOC6572000,623,474,643,1932,2652,1201
LOC6572001,62172,50066,68823,77986,127807,47697
LOC6572014,2074,1748,2396,5472,7926,3928
LOC6572018,71,54,55,169,300,149
LOC6572022,149,109,148,560,836,431
LOC6572028,162,130,151,174,275,134
LOC6572032,1838,1655,1518,3078,4813,2200
LOC6572034,1498,1136,1357,2054,3234,1583
LOC6572035,7173,5583,6931,7201,12342,5412
LOC6572036,4627,3506,4704,3675,6055,2214
LOC6572040,23758,19513,21901,17712,29890,12937
LOC6572042,110,59,100,235,353,122
LOC6572043,501,446,511,1845,2661,1261
LOC6572044,927,851,824,2070,3417,1532
LOC6572051,131,91,124,18,34,18
LOC6572052,669,591,721,827,1238,466
LOC6572053,2316,1706,2346,4241,7250,3056
LOC6572054,297,190,262,98,142,49
LOC6572055,109,119,104,120,154,78
LOC6572056,41,27,50,60,47,20
LOC6572057,0,0,0,0,0,0
LOC6572058,26,23,31,23,41,5
LOC6572061,11,6,5,10,17,5
LOC6572062,0,1,0,6,7,2
LOC6572064,6211,4477,6342,12913,20025,9614
LOC6572066,796,811,815,2987,4106,2000
LOC6572070,4133,3275,3892,3430,5687,2206
LOC6572071,837,634,902,982,1434,616
LOC6572073,1290,960,1340,2147,3419,1560
LOC6572074,801,638,823,1173,1972,975
LOC6572075,764,602,679,1196,2015,845
LOC6572077,1811,1356,1822,1073,1674,800
LOC6572078,22036,17275,21439,11074,18319,7834
LOC6572080,10,2,4,3,5,1
LOC6572081,298,243,291,606,854,435
LOC6572082,1254,1107,1253,2550,4070,1675
LOC6572084,981,779,924,1717,2720,1194
LOC6572085,333,217,380,565,930,420
LOC6572086,631,432,688,882,1423,639
LOC6572087,356,277,368,679,1032,462
LOC6572089,806,722,701,1022,1633,694
LOC6572090,271,215,308,577,830,478
LOC6572093,2916,2469,3114,3977,6454,2730
LOC6572094,1056,780,973,1097,1752,740
LOC6572095,2147,1611,2189,2476,3821,1705
LOC6572097,591,469,671,1385,2234,1007
LOC6572101,563,439,644,192,280,113
LOC6572102,156,117,155,105,146,66
LOC6572103,798,575,858,1706,2568,1116
LOC6572104,531,448,497,525,816,398
LOC6572105,1175,1013,1154,1694,2668,1206
LOC6572106,6,4,10,1,5,0
LOC6572108,174,131,146,282,409,198
LOC6572110,145,107,117,353,573,236
LOC6572111,113,77,134,240,404,195
LOC6572112,537,447,519,389,662,236
LOC6572113,2931,2398,2846,5606,8763,3992
LOC6572114,1004,764,979,752,1203,418
LOC6572117,230,154,247,339,618,298
LOC6572118,286,210,234,546,956,390
LOC6572119,158,119,145,234,400,217
LOC6572120,346,228,308,645,913,335
LOC6572121,818,696,701,2461,3359,1510
LOC6572122,54,66,76,20,36,14
LOC6572123,1014,905,945,1036,1811,762
LOC6572124,1448,1056,1482,1106,1939,654
LOC6572125,221,161,217,341,648,258
LOC6572126,1285,970,1237,1723,2645,1203
LOC6572127,1497,1229,1456,2794,4518,2047
LOC6572129,553,396,620,806,1089,596
LOC6572130,1877,1497,1949,1833,3318,1252
LOC6572131,457,326,495,853,1354,752
LOC6572133,35,21,34,19,22,10
LOC6572134,384,231,356,129,209,63
LOC6572135,57,39,52,174,219,131
LOC6572136,0,0,0,0,2,0
LOC6572138,312,258,261,486,678,290
LOC6572141,3428,2511,3059,3523,4309,1442
LOC6572143,68,80,61,262,334,128
LOC6572144,343,325,299,1190,1528,686
LOC6572146,328,286,292,1583,2156,1009
LOC6572148,65,41,85,130,251,103
LOC6572149,686,667,761,1027,1915,679
LOC6572151,872,652,813,904,1337,557
LOC6572152,94,62,101,290,440,188
LOC6572153,163,125,175,331,552,258
LOC6572154,411,315,361,793,1231,514
LOC6572155,512,380,462,568,882,366
LOC6572156,15,10,8,0,3,3
LOC6572157,4,1,7,0,2,1
LOC6572158,58423,46470,56995,53877,99591,33386
LOC6572161,9,2,3,25,36,11
LOC6572162,308,235,283,329,545,253
LOC6572163,246,203,295,477,719,392
LOC6572169,679,584,738,107,171,89
LOC6572171,290,206,272,261,460,212
LOC6572172,146,82,157,80,137,74
LOC6572173,3161,2443,2939,1653,2193,718
LOC6572174,426,329,331,534,679,227
LOC6572176,427,360,296,904,1233,526
LOC6572177,589,477,598,152,280,141
LOC6572178,1748,1410,1623,5202,8332,2903
LOC6572179,349,292,309,285,451,202
LOC6572180,41,23,36,6,4,0
LOC6572181,193,113,219,191,251,97
LOC6572182,1687,1240,1690,2358,3770,1716
LOC6572183,1038,906,1020,966,1515,692
LOC6572184,262,204,264,139,209,97
LOC6572186,592,429,651,333,505,240
LOC6572187,725,484,672,908,1476,547
LOC6572188,1034,843,1117,84,205,58
LOC6572190,20,18,19,3,2,2
LOC6572192,127,95,91,197,273,137
LOC6572193,163,129,140,186,220,109
LOC6572195,292,227,287,314,462,212
LOC6572197,0,1,0,0,1,0
LOC6572200,1028,842,1058,1306,1969,902
LOC6572202,0,0,0,1,5,1
LOC6572205,350,313,362,413,618,312
LOC6572206,289,317,475,785,1184,588
LOC6572215,9882,7560,9616,10084,16093,6953
LOC6572216,722,515,623,1219,2052,881
LOC6572218,4974,3820,5007,7566,12102,5152
LOC6572219,464,390,494,702,1149,479
LOC6572220,565,380,525,789,1280,518
LOC6572221,807,659,876,1100,1874,736
LOC6572222,77,44,39,125,221,81
LOC6572223,562,437,530,641,1057,447
LOC6572228,253,255,233,441,578,232
LOC6572232,2232,1772,2177,2189,3780,1612
LOC6572233,31835,24863,28829,48018,71722,33354
LOC6572234,23,15,19,50,90,48
LOC6572235,1652,1179,1568,1067,1806,869
LOC6572236,1670,1333,1568,2371,3952,1868
LOC6572237,999,839,985,1762,2954,1259
LOC6572239,1806,1521,1660,4574,7170,3394
LOC6572242,47067,34007,47584,59248,91033,31907
LOC6572243,2081,1619,2160,2852,4673,1920
LOC6572244,41508,30732,40567,52541,80265,37361
LOC6572246,616,462,631,717,1152,488
LOC6572247,330,305,363,651,1020,481
LOC6572248,6393,4647,6466,12748,19873,9366
LOC6572250,748,570,668,929,1449,659
LOC6572251,1560,1270,1593,2740,4024,1915
LOC6572252,1008,799,1111,1128,1831,874
LOC6572253,1261,1183,1084,2625,3845,1887
LOC6572255,93,74,105,156,242,110
LOC6572256,4177,3419,4105,6145,9984,3964
LOC6572257,146,99,110,397,554,213
LOC6572259,68,75,59,61,60,31
LOC6572260,17709,16498,15906,21256,32808,15545
LOC6572265,63,57,74,25,35,7
LOC6572266,614,482,699,235,345,190
LOC6572271,1191,868,1143,2041,3355,1485
LOC6572272,16,20,16,6,12,6
LOC6572273,503,387,490,586,938,384
LOC6572274,10,3,6,11,12,6
LOC6572275,454,372,500,159,285,111
LOC6572276,40,44,37,171,288,111
LOC6572277,2103,1708,1874,2248,3743,1648
LOC6572278,2412,1801,2366,3532,5556,2308
LOC6572279,4743,4444,4363,6631,10641,4985
LOC6572280,1988,1992,1775,4292,6499,3014
LOC6572281,1143,814,1222,2569,4034,1489
LOC6572282,2685,2559,2448,6534,10050,4349
LOC6572283,55,47,57,127,191,110
LOC6572284,219,141,217,101,123,65
LOC6572286,83,57,59,122,175,63
LOC6572287,75,43,74,162,335,141
LOC6572288,174,135,201,657,1060,527
LOC6572289,519,477,455,1595,2554,1273
LOC6572291,349,276,380,151,263,107
LOC6572293,145,101,125,570,753,383
LOC6572294,853,591,814,1279,2005,998
LOC6572296,4044,3161,4069,8251,12892,5910
LOC6572297,19240,15606,19293,35600,57952,27502
LOC6572299,32824,24428,32733,28379,48890,18120
LOC6572300,350,289,437,978,1348,631
LOC6572302,2464,2146,2648,4871,7827,3529
LOC6572304,537,441,527,1500,2321,1122
LOC6572306,1702,1399,1924,1638,2605,1287
LOC6572307,4732,3705,4654,8157,12458,5827
LOC6572308,158,114,137,310,502,241
LOC6572309,130,132,167,162,242,138
LOC6572312,827,668,973,2349,3394,1714
LOC6572313,486,360,469,265,421,181
LOC6572316,324,222,304,200,323,154
LOC6572317,3602,2822,3800,5927,9120,3686
LOC6572318,4885,4310,4980,8367,12953,6072
LOC6572320,1171,924,1213,1422,2141,1060
LOC6572322,653,500,732,971,1489,686
LOC6572325,563,458,602,895,1244,600
LOC6572326,2324,1802,2170,3179,5225,2411
LOC6572327,1521,1028,1719,1964,2728,1472
LOC6572328,799,624,722,1404,2217,1027
LOC6572330,5288,4152,5328,3426,5316,2410
LOC6572332,3047,2504,3577,3275,5309,2014
LOC6572333,2074,1621,2049,2754,4786,1909
LOC6572334,87,65,112,176,309,138
LOC6572338,1651,1336,1512,3621,5860,2673
LOC6572339,81,73,88,149,239,90
LOC6572340,89,69,127,37,52,26
LOC6572341,8,2,5,10,15,2
LOC6572343,646,534,633,1502,2370,1055
LOC6572344,141,105,130,176,325,135
LOC6572345,716,500,632,666,1173,408
LOC6572346,249,195,250,209,425,206
LOC6572347,3,0,2,0,2,0
LOC6572350,0,0,0,0,0,0
LOC6572358,0,0,0,0,0,0
LOC6572373,0,0,0,0,0,0
LOC6572380,125,77,120,127,167,53
LOC6572384,424,319,396,895,1449,523
LOC6572385,741,600,865,1440,2103,1013
LOC6572386,2629,2408,2248,11435,17335,8926
LOC6572387,1578,1185,1438,1126,1810,845
LOC6572389,1730,1456,1668,2232,3601,1542
LOC6572390,0,0,0,13,20,5
LOC6572391,395,346,431,583,849,418
LOC6572392,989,767,964,619,1153,422
LOC6572393,550,478,560,1044,1611,694
LOC6572394,273,256,298,484,671,396
LOC6572395,1392,1126,1382,1784,2828,1041
LOC6572397,3527,2752,3224,1816,2913,1307
LOC6572398,174,90,138,464,741,341
LOC6572399,1008,833,950,1370,2050,806
LOC6572400,1569,1449,1445,1575,2198,1151
LOC6572402,1024,946,992,1063,1797,753
LOC6572403,25,39,20,52,118,38
LOC6572404,138,128,134,145,181,44
LOC6572405,519,407,438,633,1006,413
LOC6572406,3503,2846,3360,5740,9671,4235
LOC6572408,2140,1971,1970,4163,6796,2822
LOC6572410,908,699,845,871,1440,579
LOC6572411,158,135,165,518,840,411
LOC6572412,735,636,622,1766,2694,1074
LOC6572413,273,197,272,275,398,206
LOC6572414,423,364,489,374,669,216
LOC6572415,1264,1118,1294,1225,1827,798
LOC6572416,49,51,51,108,174,80
LOC6572417,282,186,261,249,406,182
LOC6572418,1085,834,1132,1291,2359,804
LOC6572419,3773,3179,3507,8115,13309,5655
LOC6572420,597,481,589,391,674,316
LOC6572421,1423,1223,1388,1253,1920,832
LOC6572422,208,111,206,414,723,312
LOC6572423,813,619,723,744,1200,515
LOC6572425,16,19,10,491,804,381
LOC6572426,566,505,591,953,1597,695
LOC6572429,1722,1481,1638,2415,3196,1380
LOC6572431,592,466,578,1175,1921,886
LOC6572434,5984,5479,5658,8823,14852,6666
LOC6572435,668,495,668,532,828,319
LOC6572437,1239,1044,1130,2482,3766,1680
LOC6572440,1226,1009,1207,1272,1955,844
LOC6572441,2467,2003,2162,6127,10213,3693
LOC6572442,501,532,476,364,590,264
LOC6572443,932,729,1014,338,442,234
LOC6572444,66,67,85,111,160,69
LOC6572445,1,2,0,5,5,0
LOC6572446,110,106,108,476,590,251
LOC6572447,688,526,630,1173,1810,773
LOC6572449,949,766,852,1207,1922,801
LOC6572450,890,731,825,992,1450,608
LOC6572451,2401,2108,2213,4492,6998,3134
LOC6572452,366,256,326,640,1010,498
LOC6572453,211,193,247,625,804,458
LOC6572454,1019,775,998,985,1650,693
LOC6572455,360,232,332,192,287,148
LOC6572456,1106,891,1011,1672,2543,1133
LOC6572458,960,659,854,390,613,276
LOC6572459,12,7,15,21,34,16
LOC6572460,37,32,35,40,72,24
LOC6572461,2038,1376,1937,5239,8446,3535
LOC6572462,4320,3326,4183,6030,10519,4043
LOC6572464,194,147,179,356,614,231
LOC6572465,235,156,170,158,269,134
LOC6572467,917,687,918,331,531,224
LOC6572471,1131,1092,987,4236,5958,2731
LOC6572474,1059,731,1017,1461,2110,956
LOC6572475,1518,1155,1343,1363,2023,877
LOC6572477,451,373,482,754,1133,584
LOC6572478,1302,1019,1213,1074,1796,851
LOC6572479,9,9,19,39,44,17
LOC6572480,1371,1127,1546,1766,2883,1301
LOC6572481,392,333,391,556,902,366
LOC6572483,4857,3761,4773,1637,2753,1275
LOC6572484,381,277,356,446,716,327
LOC6572485,524,398,569,1011,1816,724
LOC6572486,818,775,717,2004,3173,1507
LOC6572487,820,594,848,937,1555,674
LOC6572488,3696,2810,3581,1881,3100,1254
LOC6572489,118,90,101,200,310,154
LOC6572490,7324,6020,6572,7058,11447,4500
LOC6572491,825,631,828,28,57,34
LOC6572492,637,504,667,224,402,222
LOC6572493,229,178,259,1316,2063,992
LOC6572494,4647,3551,5025,7344,11583,5452
LOC6572495,2306,1730,2338,3582,5387,2374
LOC6572496,1152,895,1030,1790,2774,1174
LOC6572497,511,397,518,463,634,381
LOC6572498,1798,1631,1661,4492,7487,3434
LOC6572499,866,692,752,1179,1977,892
LOC6572500,294,202,302,425,639,286
LOC6572501,1686,1289,1632,960,1663,715
LOC6572502,1212,928,1120,1261,1887,735
LOC6572503,1792,1387,1478,3156,5056,2377
LOC6572504,837,651,755,549,775,414
LOC6572505,408,283,374,724,1118,498
LOC6572506,530,373,523,1269,2028,781
LOC6572507,6103,4434,6195,3733,5434,2283
LOC6572508,1890,1628,1967,1214,1858,837
LOC6572511,370,308,414,166,269,160
LOC6572514,25,12,17,6,15,5
LOC6572515,150,110,151,37,71,37
LOC6572517,11,9,11,28,39,12
LOC6572518,3040,2281,2869,1515,2634,948
LOC6572521,66,42,64,180,233,113
LOC6572522,357,359,338,1119,1421,681
LOC6572523,80,94,86,303,462,210
LOC6572527,56,40,55,25,60,22
LOC6572528,2238,1965,2043,5765,8802,4155
LOC6572533,8315,7915,7234,12678,18724,9453
LOC6572536,647,555,547,1483,2354,985
LOC6572537,1964,1766,1837,5648,7687,3790
LOC6572538,558,375,470,1176,1546,443
LOC6572539,237,131,209,389,569,278
LOC6572540,696,539,676,675,1154,468
LOC6572541,1624,1241,1684,2378,3737,1790
LOC6572542,840,659,704,1372,2239,922
LOC6572543,1323,1080,1426,3139,4865,2135
LOC6572544,275,238,259,474,689,342
LOC6572546,557,408,550,721,1131,560
LOC6572547,866,590,783,295,413,188
LOC6572548,6373,5306,6156,13285,20390,9086
LOC6572549,372,333,330,569,871,442
LOC6572550,118,83,95,119,237,108
LOC6572551,3201,2725,3157,2587,4196,2101
LOC6572553,1338,951,1425,1259,1976,729
LOC6572554,845,643,946,1994,3060,1271
LOC6572556,114,70,106,73,147,51
LOC6572557,1628,1403,1695,297,540,226
LOC6572558,521,424,471,838,1379,504
LOC6572559,718,462,660,566,834,249
LOC6572560,313,230,338,697,973,399
LOC6572561,1596,1488,1542,3251,4786,2430
LOC6572562,191,143,198,216,349,117
LOC6572563,489,364,472,310,588,217
LOC6572564,138,126,135,204,400,204
LOC6572565,15,19,28,85,134,61
LOC6572566,1536,1125,1465,2476,4078,1843
LOC6572569,956,776,980,1492,2304,1143
LOC6572570,1498,1330,1418,3685,5436,2521
LOC6572571,1242,994,1212,589,1055,381
LOC6572573,265,226,283,152,236,108
LOC6572575,2195,1543,2299,1586,2529,913
LOC6572576,81,59,73,381,665,284
LOC6572577,1735,1442,1450,3688,5647,2375
LOC6572578,35,13,24,4,2,3
LOC6572579,337,318,350,543,942,440
LOC6572580,155,105,128,268,403,190
LOC6572581,436,345,516,382,728,306
LOC6572582,117,78,107,192,307,112
LOC6572585,2089,1581,1828,5626,9743,4122
LOC6572586,336,303,289,907,1424,578
LOC6572591,160,112,159,516,753,306
LOC6572604,534,423,515,359,570,300
LOC6572607,703,560,706,2981,5053,1773
LOC6572608,591,486,534,948,1438,556
LOC6572609,264,177,254,123,126,50
LOC6572611,124,123,124,57,106,40
LOC6572615,1705,1355,1756,897,1476,541
LOC6572617,629,468,588,229,390,151
LOC6572618,1290,989,1241,530,915,361
LOC6572619,1874,1414,1702,1039,1538,611
LOC6572620,36,50,34,101,163,83
LOC6572621,219,185,233,506,731,284
LOC6572622,210,145,203,134,121,45
LOC6572623,471,307,446,154,242,94
LOC6572626,556,478,569,541,940,365
LOC6572627,396,316,424,312,507,212
LOC6572628,108,94,98,17,17,7
LOC6572634,223,179,190,802,1284,592
LOC6572636,117,73,138,33,58,22
LOC6572637,94,87,96,264,456,187
LOC6572638,205,156,173,535,861,447
LOC6572639,1116,719,1084,496,825,367
LOC6572640,1046,901,1083,1338,1974,798
LOC6572641,1501,1237,1654,4664,7224,3337
LOC6572642,2953,2371,2851,5999,10410,3600
LOC6572643,272,239,294,815,1276,560
LOC6572644,3305,2831,2759,5273,8996,3594
LOC6572645,1337,1131,1478,2533,3866,1944
LOC6572647,428,420,381,2609,3781,1732
LOC6572648,1035,718,1004,1478,2224,1122
LOC6572649,2234,1668,2153,3980,6425,2910
LOC6572650,790,645,769,893,1454,631
LOC6572652,168,153,184,262,409,188
LOC6572653,2136,1924,1897,2767,4238,1587
LOC6572654,371,340,384,532,920,425
LOC6572656,1065,890,1014,1741,2712,1033
LOC6572657,559,470,546,701,1177,510
LOC6572659,2515,2113,2361,3163,5146,2205
LOC6572660,151,113,148,97,157,77
LOC6572661,442,320,411,637,977,486
LOC6572662,169,164,155,240,351,183
LOC6572663,711,615,640,956,1395,704
LOC6572664,431,343,433,581,866,443
LOC6572665,882,593,812,1063,1835,856
LOC6572666,1463,1258,1450,1870,3154,1368
LOC6572668,18,9,15,0,0,0
LOC6572669,0,0,0,2,7,1
LOC6572670,0,0,0,0,0,0
LOC6572672,0,0,0,9,6,7
LOC6572674,0,1,0,0,0,1
LOC6572675,0,0,0,0,0,0
LOC6572676,0,0,0,0,0,0
LOC6572678,1,3,1,0,0,0
LOC6572679,0,0,0,0,0,0
LOC6572680,1,0,0,0,0,0
LOC6572686,241,201,245,327,520,347
LOC6572687,1015,808,1009,2591,4200,2028
LOC6572688,682,573,624,1466,2351,1161
LOC6572689,739,665,646,1226,1844,982
LOC6572692,163,93,137,491,675,336
LOC6572693,540,396,548,1866,2913,1104
LOC6572694,2746,2045,2737,1664,2314,950
LOC6572695,611,537,453,185,249,87
LOC6572696,252,189,237,302,455,197
LOC6572697,1131,944,964,2338,3456,1609
LOC6572698,790,643,750,1230,1904,904
LOC6572700,272,239,243,541,1002,419
LOC6572701,254,181,251,401,670,339
LOC6572702,1061,836,1152,729,1110,540
LOC6572703,3896,2999,3937,1829,3002,1199
LOC6572704,329,312,386,1067,1620,768
LOC6572705,314,202,319,556,802,319
LOC6572706,100,90,111,256,344,229
LOC6572707,335,312,345,529,847,388
LOC6572708,1633,1189,1575,2197,3572,1706
LOC6572709,14772,12205,14345,23760,34279,17528
LOC6572710,499,398,486,812,1347,603
LOC6572711,568,462,602,932,1441,693
LOC6572712,471,352,443,626,961,468
LOC6572713,632,505,631,449,721,295
LOC6572714,740,572,850,781,1272,533
LOC6572717,195,241,183,608,908,423
LOC6572718,370,337,301,984,1517,739
LOC6572719,2291,1677,2600,2290,3765,1427
LOC6572720,4110,4224,3548,12954,20783,9258
LOC6572721,804,681,773,1874,3098,1456
LOC6572722,82,58,90,117,174,53
LOC6572724,823,564,792,442,701,365
LOC6572725,1006,732,1066,83,138,59
LOC6572726,47,58,50,99,170,66
LOC6572727,232,183,246,337,460,174
LOC6572728,356,290,355,558,947,428
LOC6572729,816,604,861,1457,2284,1017
LOC6572730,590,484,556,1164,1781,668
LOC6572731,210,178,242,372,588,215
LOC6572732,65,44,58,83,107,57
LOC6572733,185,127,185,285,458,180
LOC6572734,114,91,113,108,207,85
LOC6572735,462,384,412,441,649,241
LOC6572736,693,597,736,1267,1993,859
LOC6572737,1191,1192,977,3927,5755,2873
LOC6572738,859,702,909,1169,1804,838
LOC6572739,6195,4818,6380,3539,5956,2139
LOC6572740,123,98,109,137,238,99
LOC6572741,178,132,175,93,182,85
LOC6572742,512,416,566,1016,1682,736
LOC6572743,1,3,0,11,17,3
LOC6572744,252,198,249,49,64,36
LOC6572746,6,5,8,6,13,6
LOC6572747,275,212,249,374,657,298
LOC6572749,553,379,523,189,292,162
LOC6572750,87,53,82,114,214,83
LOC6572751,571,449,501,1500,1924,760
LOC6572752,445,346,456,531,803,373
LOC6572753,7738,7171,6472,18210,27817,13197
LOC6572754,50466,40264,49867,42968,73951,22608
LOC6572755,142,111,137,87,174,64
LOC6572756,754,553,670,756,1287,555
LOC6572757,939,773,867,1273,2172,928
LOC6572758,311,286,275,1179,1580,634
LOC6572759,4006,3118,3709,5273,8772,3583
LOC6572760,218,178,207,644,1030,438
LOC6572761,217,159,218,405,648,316
LOC6572763,301,293,320,2202,3513,1802
LOC6572764,495,416,510,606,991,428
LOC6572765,656,437,652,849,1293,547
LOC6572766,251,189,237,375,580,292
LOC6572767,10,1,6,1,6,0
LOC6572768,292,237,304,666,985,509
LOC6572769,25457,20946,26359,23570,40229,15676
LOC6572770,409,303,477,499,839,358
LOC6572771,445,285,466,618,935,370
LOC6572773,251,188,240,347,564,248
LOC6572774,380,316,398,529,793,398
LOC6572775,29,17,39,21,36,8
LOC6572777,1320,1326,1153,2460,3715,1587
LOC6572779,2351,1852,1968,982,1753,653
LOC6572780,672,561,559,565,919,389
LOC6572782,5571,4099,5086,4507,6084,1966
LOC6572783,274,217,242,377,514,213
LOC6572786,391,322,325,597,1049,457
LOC6572787,1668,1345,1486,1741,2913,1146
LOC6572788,93643,69369,84572,33277,53040,17322
LOC6572789,356,308,408,466,693,322
LOC6572790,274,210,249,162,235,116
LOC6572791,159,125,185,363,422,197
LOC6572792,727,605,783,545,828,261
LOC6572793,189,185,168,649,944,516
LOC6572795,704,537,666,2296,3036,1267
LOC6572796,1688,1201,1654,1876,3259,1254
LOC6572799,237,224,168,358,541,258
LOC6572800,60,70,66,331,531,240
LOC6572802,22,38,33,109,144,72
LOC6572803,2735,2216,2706,2964,5161,2145
LOC6572804,2895,2174,2569,4057,6635,2752
LOC6572805,301,211,314,417,619,277
LOC6572806,2472,1799,2290,1218,1963,933
LOC6572807,3046,2420,2775,5345,8193,3249
